bit_position,majority_board1,majority_board2,match
47252,1,1,yes
47253,0,1,no
47254,0,1,no
47255,1,1,yes
47256,0,0,yes
47257,0,0,yes
47258,1,1,yes
47259,1,1,yes
47260,0,0,yes
47261,1,1,yes
47262,1,0,no
47263,0,1,no
47264,0,0,yes
47265,1,1,yes
47266,0,0,yes
47267,0,1,no
47268,0,0,yes
47269,1,0,no
47270,1,1,yes
47271,0,equal,no
47272,1,1,yes
47273,0,1,no
47274,1,1,yes
47275,1,1,yes
47276,0,0,yes
47277,1,0,no
47278,0,0,yes
47279,1,1,yes
47280,1,equal,no
47281,1,1,yes
47282,0,1,no
47283,1,1,yes
47284,1,0,no
47285,0,1,no
47286,0,1,no
47287,1,1,yes
47288,0,1,no
47289,0,0,yes
47290,1,0,no
47291,0,0,yes
47292,0,0,yes
47293,1,1,yes
47294,0,0,yes
47295,1,1,yes
47296,1,1,yes
47297,1,0,no
47298,1,1,yes
47299,1,1,yes
47300,1,0,no
47301,0,1,no
47302,1,1,yes
47303,1,0,no
47304,0,1,no
47305,1,1,yes
47306,0,0,yes
47307,1,1,yes
47308,1,0,no
47309,1,1,yes
47310,1,0,no
47311,1,0,no
47312,0,0,yes
47313,0,1,no
47314,1,0,no
47315,1,1,yes
47316,1,1,yes
47317,0,1,no
47318,0,1,no
47319,1,0,no
47320,1,1,yes
47321,1,1,yes
47322,0,1,no
47323,0,0,yes
47324,0,1,no
47325,0,0,yes
47326,0,0,yes
47327,0,0,yes
47328,0,0,yes
47329,0,0,yes
47330,0,1,no
47331,0,0,yes
47332,0,0,yes
47333,0,0,yes
47334,1,0,no
47335,1,0,no
47336,0,0,yes
47337,0,0,yes
47338,1,1,yes
47339,0,0,yes
47340,0,1,no
47341,0,0,yes
47342,0,0,yes
47343,0,1,no
47344,1,1,yes
47345,0,1,no
47346,0,1,no
47347,0,0,yes
47348,0,1,no
47349,0,0,yes
47350,1,1,yes
47351,0,0,yes
47352,0,1,no
47353,1,0,no
47354,1,1,yes
47355,1,0,no
47356,1,1,yes
47357,0,0,yes
47358,0,1,no
47359,1,0,no
47360,0,0,yes
47361,1,1,yes
47362,1,1,yes
47363,0,0,yes
47364,1,0,no
47365,1,1,yes
47366,0,0,yes
47367,1,1,yes
47368,1,0,no
47369,0,0,yes
47370,0,1,no
47371,0,1,no
47372,0,1,no
47373,0,1,no
47374,1,1,yes
47375,1,1,yes
47376,0,0,yes
47377,1,1,yes
47378,1,1,yes
47379,0,0,yes
47380,0,0,yes
47381,0,1,no
47382,0,1,no
47383,1,1,yes
47384,0,0,yes
47385,0,0,yes
47386,0,0,yes
47387,0,1,no
47388,1,1,yes
47389,0,0,yes
47390,0,0,yes
47391,1,0,no
47392,0,0,yes
47393,0,0,yes
47394,0,1,no
47395,1,1,yes
47396,1,1,yes
47397,0,0,yes
47398,1,0,no
47399,1,1,yes
47400,1,0,no
47401,0,1,no
47402,0,1,no
47403,1,0,no
47404,0,0,yes
47405,0,1,no
47406,0,0,yes
47407,0,0,yes
47408,1,0,no
47409,0,0,yes
47410,0,0,yes
47411,0,0,yes
47412,1,0,no
47413,1,0,no
47414,1,1,yes
47415,0,1,no
47416,0,1,no
47417,1,0,no
47418,0,0,yes
47419,1,0,no
47420,0,0,yes
47421,1,1,yes
47422,1,0,no
47423,0,0,yes
47424,0,0,yes
47425,1,0,no
47426,0,0,yes
47427,1,1,yes
47428,1,1,yes
47429,1,0,no
47430,1,1,yes
47431,1,0,no
47432,0,0,yes
47433,0,0,yes
47434,1,0,no
47435,0,1,no
47436,0,0,yes
47437,1,1,yes
47438,0,0,yes
47439,0,1,no
47440,0,1,no
47441,0,0,yes
47442,1,0,no
47443,1,0,no
47444,0,1,no
47445,0,1,no
47446,0,0,yes
47447,1,0,no
47448,1,1,yes
47449,0,0,yes
47450,1,0,no
47451,0,0,yes
47452,0,0,yes
47453,0,1,no
47454,1,0,no
47455,1,0,no
47456,1,1,yes
47457,0,0,yes
47458,1,1,yes
47459,0,0,yes
47460,1,1,yes
47461,1,1,yes
47462,0,1,no
47463,0,1,no
47464,1,0,no
47465,0,0,yes
47466,1,0,no
47467,1,0,no
47468,1,0,no
47469,0,0,yes
47470,1,0,no
47471,0,1,no
47472,0,0,yes
47473,0,1,no
47474,0,0,yes
47475,0,1,no
47476,0,1,no
47477,0,1,no
47478,1,1,yes
47479,1,1,yes
47480,1,0,no
47481,1,0,no
47482,0,1,no
47483,0,0,yes
47484,1,1,yes
47485,0,0,yes
47486,1,1,yes
47487,1,1,yes
47488,0,0,yes
47489,1,0,no
47490,1,0,no
47491,1,1,yes
47492,1,0,no
47493,0,1,no
47494,1,1,yes
47495,0,1,no
47496,0,1,no
47497,0,1,no
47498,1,0,no
47499,1,0,no
47500,0,1,no
47501,0,1,no
47502,1,0,no
47503,0,0,yes
47504,1,0,no
47505,0,1,no
47506,1,1,yes
47507,0,1,no
47508,1,equal,no
47509,1,1,yes
47510,1,0,no
47511,1,1,yes
47512,0,0,yes
47513,1,1,yes
47514,1,1,yes
47515,1,1,yes
47516,0,0,yes
47517,1,1,yes
47518,1,0,no
47519,1,1,yes
47520,1,0,no
47521,0,1,no
47522,1,0,no
47523,1,0,no
47524,0,0,yes
47525,0,1,no
47526,0,0,yes
47527,0,0,yes
47528,1,1,yes
47529,0,0,yes
47530,0,0,yes
47531,0,1,no
47532,0,1,no
47533,0,0,yes
47534,0,0,yes
47535,0,1,no
47536,1,0,no
47537,1,equal,no
47538,1,0,no
47539,0,0,yes
47540,1,0,no
47541,1,1,yes
47542,equal,1,no
47543,0,1,no
47544,0,1,no
47545,0,1,no
47546,0,1,no
47547,1,0,no
47548,1,0,no
47549,1,1,yes
47550,0,0,yes
47551,0,0,yes
47552,1,1,yes
47553,1,0,no
47554,0,1,no
47555,1,1,yes
47556,1,1,yes
47557,1,1,yes
47558,0,0,yes
47559,1,1,yes
47560,1,1,yes
47561,1,0,no
47562,1,1,yes
47563,1,1,yes
47564,0,1,no
47565,1,0,no
47566,0,0,yes
47567,0,1,no
47568,1,0,no
47569,0,0,yes
47570,0,0,yes
47571,1,0,no
47572,0,0,yes
47573,0,0,yes
47574,0,0,yes
47575,1,0,no
47576,1,1,yes
47577,1,1,yes
47578,1,1,yes
47579,1,1,yes
47580,1,0,no
47581,0,0,yes
47582,1,1,yes
47583,1,0,no
47584,0,1,no
47585,0,0,yes
47586,1,0,no
47587,1,0,no
47588,0,0,yes
47589,1,0,no
47590,1,1,yes
47591,0,0,yes
47592,1,0,no
47593,1,0,no
47594,0,1,no
47595,0,0,yes
47596,0,0,yes
47597,1,1,yes
47598,1,1,yes
47599,0,1,no
47600,0,1,no
47601,1,1,yes
47602,1,1,yes
47603,1,1,yes
47604,0,0,yes
47605,0,0,yes
47606,1,0,no
47607,1,1,yes
47608,0,1,no
47609,0,1,no
47610,0,1,no
47611,0,0,yes
47612,1,1,yes
47613,0,0,yes
47614,0,1,no
47615,0,1,no
47616,1,1,yes
47617,0,1,no
47618,1,0,no
47619,0,1,no
47620,0,0,yes
47621,0,1,no
47622,0,1,no
47623,1,1,yes
47624,0,1,no
47625,0,0,yes
47626,1,1,yes
47627,0,0,yes
47628,0,0,yes
47629,1,0,no
47630,0,1,no
47631,0,1,no
47632,0,1,no
47633,0,1,no
47634,0,0,yes
47635,0,0,yes
47636,0,0,yes
47637,1,0,no
47638,0,0,yes
47639,0,1,no
47640,1,0,no
47641,1,1,yes
47642,0,0,yes
47643,1,1,yes
47644,0,0,yes
47645,1,0,no
47646,1,0,no
47647,0,0,yes
47648,1,0,no
47649,0,0,yes
47650,0,1,no
47651,0,1,no
47652,0,equal,no
47653,1,1,yes
47654,1,0,no
47655,0,1,no
47656,0,0,yes
47657,1,1,yes
47658,0,0,yes
47659,0,1,no
47660,1,0,no
47661,1,1,yes
47662,1,0,no
47663,1,1,yes
47664,1,1,yes
47665,0,1,no
47666,0,0,yes
47667,1,1,yes
47668,1,1,yes
47669,0,0,yes
47670,0,0,yes
47671,0,1,no
47672,0,1,no
47673,1,0,no
47674,0,0,yes
47675,0,1,no
47676,1,0,no
47677,0,0,yes
47678,1,1,yes
47679,0,1,no
47680,0,1,no
47681,0,1,no
47682,1,1,yes
47683,0,1,no
47684,1,1,yes
47685,1,0,no
47686,1,1,yes
47687,0,1,no
47688,1,0,no
47689,1,1,yes
47690,1,1,yes
47691,1,1,yes
47692,1,1,yes
47693,1,1,yes
47694,1,0,no
47695,0,1,no
47696,1,1,yes
47697,0,0,yes
47698,0,0,yes
47699,1,0,no
47700,1,1,yes
47701,1,1,yes
47702,1,0,no
47703,0,0,yes
47704,0,0,yes
47705,1,0,no
47706,0,1,no
47707,1,1,yes
47708,1,1,yes
47709,1,1,yes
47710,1,1,yes
47711,0,0,yes
47712,1,1,yes
47713,1,0,no
47714,1,1,yes
47715,0,0,yes
47716,0,1,no
47717,0,1,no
47718,1,1,yes
47719,0,1,no
47720,1,0,no
47721,0,0,yes
47722,0,0,yes
47723,0,0,yes
47724,0,0,yes
47725,0,0,yes
47726,0,1,no
47727,1,0,no
47728,1,1,yes
47729,0,0,yes
47730,0,equal,no
47731,0,0,yes
47732,1,1,yes
47733,1,1,yes
47734,1,1,yes
47735,0,1,no
47736,0,1,no
47737,0,0,yes
47738,1,0,no
47739,0,0,yes
47740,0,1,no
47741,0,1,no
47742,0,1,no
47743,1,0,no
47744,1,0,no
47745,0,1,no
47746,0,0,yes
47747,0,1,no
47748,0,0,yes
47749,1,0,no
47750,1,1,yes
47751,0,0,yes
47752,0,1,no
47753,0,1,no
47754,1,0,no
47755,1,0,no
47756,0,1,no
47757,0,1,no
47758,0,0,yes
47759,0,0,yes
47760,1,1,yes
47761,1,1,yes
47762,0,0,yes
47763,0,0,yes
47764,0,1,no
47765,1,0,no
47766,1,1,yes
47767,0,0,yes
47768,0,0,yes
47769,1,0,no
47770,0,1,no
47771,0,1,no
47772,0,0,yes
47773,0,1,no
47774,1,1,yes
47775,1,0,no
47776,1,0,no
47777,1,0,no
47778,0,0,yes
47779,1,1,yes
47780,0,1,no
47781,0,0,yes
47782,0,1,no
47783,1,1,yes
47784,1,0,no
47785,0,1,no
47786,0,0,yes
47787,0,0,yes
47788,1,1,yes
47789,0,0,yes
47790,1,1,yes
47791,0,1,no
47792,0,1,no
47793,1,1,yes
47794,1,1,yes
47795,1,0,no
47796,0,1,no
47797,0,0,yes
47798,1,1,yes
47799,0,1,no
47800,0,0,yes
47801,0,1,no
47802,0,0,yes
47803,1,0,no
47804,1,1,yes
47805,1,0,no
47806,0,1,no
47807,1,1,yes
47808,1,0,no
47809,0,0,yes
47810,1,0,no
47811,0,1,no
47812,0,0,yes
47813,0,0,yes
47814,1,0,no
47815,1,0,no
47816,0,0,yes
47817,1,1,yes
47818,0,1,no
47819,1,1,yes
47820,0,0,yes
47821,1,1,yes
47822,1,0,no
47823,0,0,yes
47824,0,1,no
47825,1,0,no
47826,1,1,yes
47827,0,1,no
47828,0,1,no
47829,0,0,yes
47830,1,0,no
47831,1,0,no
47832,0,1,no
47833,1,0,no
47834,0,1,no
47835,1,1,yes
47836,0,0,yes
47837,1,1,yes
47838,0,1,no
47839,0,0,yes
47840,0,0,yes
47841,0,1,no
47842,0,0,yes
47843,1,0,no
47844,1,1,yes
47845,1,1,yes
47846,0,0,yes
47847,0,0,yes
47848,1,1,yes
47849,1,0,no
47850,0,1,no
47851,0,1,no
47852,1,1,yes
47853,0,0,yes
47854,0,1,no
47855,0,1,no
47856,1,0,no
47857,0,1,no
47858,0,1,no
47859,1,1,yes
47860,0,0,yes
47861,1,0,no
47862,0,1,no
47863,1,0,no
47864,1,0,no
47865,0,1,no
47866,0,1,no
47867,0,0,yes
47868,1,0,no
47869,0,0,yes
47870,0,0,yes
47871,1,1,yes
47872,1,0,no
47873,0,0,yes
47874,0,0,yes
47875,0,0,yes
47876,1,0,no
47877,0,1,no
47878,1,0,no
47879,1,1,yes
47880,equal,0,no
47881,1,0,no
47882,1,1,yes
47883,1,1,yes
47884,0,1,no
47885,0,1,no
47886,0,0,yes
47887,1,0,no
47888,0,0,yes
47889,1,0,no
47890,0,1,no
47891,1,0,no
47892,0,1,no
47893,1,1,yes
47894,1,0,no
47895,0,1,no
47896,1,1,yes
47897,1,0,no
47898,1,0,no
47899,1,1,yes
47900,1,1,yes
47901,1,0,no
47902,1,0,no
47903,0,1,no
47904,0,0,yes
47905,0,1,no
47906,1,1,yes
47907,0,1,no
47908,1,1,yes
47909,1,1,yes
47910,0,0,yes
47911,1,1,yes
47912,1,1,yes
47913,0,1,no
47914,1,0,no
47915,0,1,no
47916,1,0,no
47917,0,0,yes
47918,0,1,no
47919,0,0,yes
47920,1,1,yes
47921,0,1,no
47922,0,0,yes
47923,1,1,yes
47924,0,0,yes
47925,0,0,yes
47926,0,0,yes
47927,1,1,yes
47928,1,0,no
47929,0,0,yes
47930,1,0,no
47931,1,0,no
47932,1,0,no
47933,1,0,no
47934,1,0,no
47935,0,1,no
47936,0,1,no
47937,0,1,no
47938,1,0,no
47939,1,0,no
47940,1,1,yes
47941,1,0,no
47942,1,0,no
47943,0,0,yes
47944,0,0,yes
47945,0,1,no
47946,0,1,no
47947,1,0,no
47948,0,1,no
47949,0,1,no
47950,0,1,no
47951,0,1,no
47952,0,1,no
47953,1,0,no
47954,0,0,yes
47955,1,1,yes
47956,0,0,yes
47957,1,1,yes
47958,1,1,yes
47959,0,0,yes
47960,1,0,no
47961,0,0,yes
47962,1,0,no
47963,0,0,yes
47964,0,0,yes
47965,1,1,yes
47966,0,0,yes
47967,1,0,no
47968,1,1,yes
47969,0,0,yes
47970,0,1,no
47971,0,0,yes
47972,0,0,yes
47973,0,0,yes
47974,1,1,yes
47975,1,0,no
47976,1,0,no
47977,1,0,no
47978,0,1,no
47979,0,0,yes
47980,0,1,no
47981,1,1,yes
47982,1,1,yes
47983,equal,1,no
47984,1,1,yes
47985,1,0,no
47986,1,1,yes
47987,0,1,no
47988,0,0,yes
47989,1,1,yes
47990,1,1,yes
47991,0,1,no
47992,0,0,yes
47993,1,0,no
47994,1,0,no
47995,0,1,no
47996,1,1,yes
47997,1,1,yes
47998,1,1,yes
47999,1,0,no
48000,1,0,no
48001,1,1,yes
48002,0,0,yes
48003,0,0,yes
48004,0,1,no
48005,0,1,no
48006,0,1,no
48007,0,1,no
48008,1,0,no
48009,1,0,no
48010,1,0,no
48011,0,1,no
48012,1,1,yes
48013,0,0,yes
48014,1,1,yes
48015,1,1,yes
48016,0,1,no
48017,0,1,no
48018,0,1,no
48019,0,1,no
48020,0,0,yes
48021,1,0,no
48022,1,1,yes
48023,1,0,no
48024,0,1,no
48025,0,0,yes
48026,0,1,no
48027,1,0,no
48028,1,1,yes
48029,1,1,yes
48030,0,1,no
48031,0,1,no
48032,1,1,yes
48033,1,0,no
48034,0,1,no
48035,1,0,no
48036,1,0,no
48037,0,1,no
48038,1,0,no
48039,1,0,no
48040,0,1,no
48041,equal,0,no
48042,0,0,yes
48043,1,0,no
48044,1,1,yes
48045,1,1,yes
48046,1,1,yes
48047,1,1,yes
48048,0,1,no
48049,0,0,yes
48050,0,1,no
48051,1,1,yes
48052,0,1,no
48053,1,0,no
48054,1,0,no
48055,0,0,yes
48056,0,0,yes
48057,1,1,yes
48058,equal,1,no
48059,0,1,no
48060,1,0,no
48061,0,1,no
48062,0,equal,no
48063,0,1,no
48064,0,1,no
48065,0,0,yes
48066,0,0,yes
48067,1,1,yes
48068,0,0,yes
48069,0,1,no
48070,1,0,no
48071,1,0,no
48072,1,1,yes
48073,1,1,yes
48074,0,1,no
48075,1,1,yes
48076,1,1,yes
48077,0,1,no
48078,1,0,no
48079,0,1,no
48080,1,1,yes
48081,1,0,no
48082,1,0,no
48083,1,0,no
48084,1,1,yes
48085,1,1,yes
48086,1,0,no
48087,1,1,yes
48088,1,0,no
48089,1,0,no
48090,0,1,no
48091,1,0,no
48092,0,0,yes
48093,1,0,no
48094,0,0,yes
48095,1,1,yes
48096,1,0,no
48097,0,1,no
48098,0,0,yes
48099,0,1,no
48100,0,1,no
48101,1,1,yes
48102,1,0,no
48103,1,0,no
48104,0,1,no
48105,0,1,no
48106,1,0,no
48107,0,0,yes
48108,0,0,yes
48109,1,0,no
48110,1,0,no
48111,1,1,yes
48112,0,0,yes
48113,0,1,no
48114,0,1,no
48115,1,0,no
48116,0,0,yes
48117,1,1,yes
48118,1,1,yes
48119,0,1,no
48120,0,0,yes
48121,1,1,yes
48122,0,0,yes
48123,0,1,no
48124,1,1,yes
48125,1,1,yes
48126,0,0,yes
48127,0,0,yes
48128,0,1,no
48129,0,0,yes
48130,1,0,no
48131,0,0,yes
48132,1,1,yes
48133,1,1,yes
48134,0,0,yes
48135,1,0,no
48136,1,1,yes
48137,1,1,yes
48138,1,1,yes
48139,1,1,yes
48140,1,0,no
48141,1,0,no
48142,1,1,yes
48143,1,1,yes
48144,0,0,yes
48145,0,0,yes
48146,1,0,no
48147,1,0,no
48148,0,0,yes
48149,0,0,yes
48150,0,1,no
48151,0,1,no
48152,1,0,no
48153,1,0,no
48154,1,0,no
48155,1,1,yes
48156,0,0,yes
48157,1,0,no
48158,1,0,no
48159,1,0,no
48160,0,1,no
48161,1,1,yes
48162,1,0,no
48163,0,1,no
48164,0,1,no
48165,1,0,no
48166,1,1,yes
48167,1,1,yes
48168,1,0,no
48169,0,1,no
48170,0,0,yes
48171,1,1,yes
48172,0,0,yes
48173,0,1,no
48174,1,0,no
48175,0,1,no
48176,0,0,yes
48177,0,1,no
48178,1,0,no
48179,1,0,no
48180,0,0,yes
48181,1,0,no
48182,0,0,yes
48183,0,1,no
48184,0,0,yes
48185,0,0,yes
48186,0,0,yes
48187,0,1,no
48188,0,1,no
48189,1,1,yes
48190,1,0,no
48191,0,1,no
48192,1,1,yes
48193,1,1,yes
48194,0,0,yes
48195,0,1,no
48196,1,0,no
48197,1,1,yes
48198,1,0,no
48199,0,0,yes
48200,0,1,no
48201,0,0,yes
48202,0,0,yes
48203,1,0,no
48204,1,0,no
48205,1,0,no
48206,0,0,yes
48207,0,1,no
48208,1,0,no
48209,0,0,yes
48210,1,1,yes
48211,1,1,yes
48212,1,0,no
48213,0,1,no
48214,0,0,yes
48215,1,0,no
48216,1,1,yes
48217,equal,0,no
48218,0,1,no
48219,1,1,yes
48220,1,1,yes
48221,1,1,yes
48222,1,0,no
48223,0,0,yes
48224,1,0,no
48225,0,0,yes
48226,1,0,no
48227,1,1,yes
48228,1,0,no
48229,1,0,no
48230,0,0,yes
48231,1,0,no
48232,1,0,no
48233,0,equal,no
48234,0,0,yes
48235,0,1,no
48236,1,0,no
48237,1,0,no
48238,1,1,yes
48239,0,1,no
48240,0,1,no
48241,0,0,yes
48242,0,1,no
48243,1,1,yes
48244,0,1,no
48245,0,0,yes
48246,1,0,no
48247,0,0,yes
48248,1,0,no
48249,0,1,no
48250,1,1,yes
48251,0,1,no
48252,0,0,yes
48253,0,1,no
48254,0,1,no
48255,1,0,no
48256,0,0,yes
48257,1,0,no
48258,1,1,yes
48259,1,1,yes
48260,0,0,yes
48261,1,1,yes
48262,0,1,no
48263,1,0,no
48264,0,1,no
48265,1,0,no
48266,1,1,yes
48267,1,0,no
48268,1,1,yes
48269,0,1,no
48270,0,0,yes
48271,1,0,no
48272,0,0,yes
48273,0,0,yes
48274,1,1,yes
48275,1,1,yes
48276,0,1,no
48277,1,1,yes
48278,1,0,no
48279,1,0,no
48280,0,1,no
48281,1,1,yes
48282,0,1,no
48283,1,1,yes
48284,0,0,yes
48285,0,1,no
48286,1,1,yes
48287,1,0,no
48288,0,0,yes
48289,0,1,no
48290,0,0,yes
48291,0,1,no
48292,1,0,no
48293,0,0,yes
48294,0,0,yes
48295,1,1,yes
48296,0,0,yes
48297,0,0,yes
48298,1,0,no
48299,1,1,yes
48300,1,1,yes
48301,0,0,yes
48302,0,1,no
48303,1,1,yes
48304,1,1,yes
48305,1,1,yes
48306,1,0,no
48307,1,1,yes
48308,1,1,yes
48309,0,0,yes
48310,0,0,yes
48311,1,0,no
48312,0,1,no
48313,1,0,no
48314,0,0,yes
48315,1,0,no
48316,0,0,yes
48317,equal,1,no
48318,0,0,yes
48319,0,0,yes
48320,1,0,no
48321,1,0,no
48322,1,1,yes
48323,1,1,yes
48324,1,1,yes
48325,1,1,yes
48326,0,0,yes
48327,0,1,no
48328,0,1,no
48329,1,0,no
48330,1,0,no
48331,0,1,no
48332,0,0,yes
48333,0,0,yes
48334,0,0,yes
48335,1,1,yes
48336,0,0,yes
48337,0,1,no
48338,0,0,yes
48339,1,1,yes
48340,1,0,no
48341,1,0,no
48342,1,0,no
48343,0,0,yes
48344,1,1,yes
48345,1,0,no
48346,1,1,yes
48347,0,0,yes
48348,equal,0,no
48349,0,0,yes
48350,1,1,yes
48351,1,0,no
48352,1,1,yes
48353,0,0,yes
48354,1,0,no
48355,0,1,no
48356,1,1,yes
48357,0,0,yes
48358,0,0,yes
48359,0,0,yes
48360,1,0,no
48361,1,1,yes
48362,1,0,no
48363,0,1,no
48364,0,0,yes
48365,1,1,yes
48366,1,0,no
48367,0,1,no
48368,1,1,yes
48369,0,0,yes
48370,0,0,yes
48371,0,1,no
48372,0,0,yes
48373,1,0,no
48374,1,1,yes
48375,0,0,yes
48376,1,0,no
48377,1,0,no
48378,0,1,no
48379,0,1,no
48380,0,1,no
48381,1,0,no
48382,1,0,no
48383,1,1,yes
48384,1,0,no
48385,1,0,no
48386,1,0,no
48387,1,1,yes
48388,1,1,yes
48389,equal,0,no
48390,1,1,yes
48391,0,0,yes
48392,0,0,yes
48393,0,1,no
48394,0,0,yes
48395,1,0,no
48396,1,0,no
48397,1,1,yes
48398,0,1,no
48399,0,1,no
48400,0,0,yes
48401,1,1,yes
48402,1,0,no
48403,1,1,yes
48404,1,1,yes
48405,1,1,yes
48406,0,1,no
48407,1,1,yes
48408,1,0,no
48409,1,1,yes
48410,0,0,yes
48411,0,0,yes
48412,0,1,no
48413,0,0,yes
48414,0,1,no
48415,0,1,no
48416,1,1,yes
48417,1,0,no
48418,0,0,yes
48419,0,0,yes
48420,1,1,yes
48421,1,1,yes
48422,1,1,yes
48423,0,0,yes
48424,0,1,no
48425,0,1,no
48426,1,0,no
48427,0,0,yes
48428,1,1,yes
48429,0,1,no
48430,1,0,no
48431,0,0,yes
48432,0,0,yes
48433,0,1,no
48434,1,0,no
48435,0,0,yes
48436,1,0,no
48437,1,0,no
48438,1,1,yes
48439,0,1,no
48440,0,0,yes
48441,1,0,no
48442,1,0,no
48443,0,1,no
48444,1,0,no
48445,1,0,no
48446,1,0,no
48447,1,0,no
48448,1,1,yes
48449,1,1,yes
48450,0,0,yes
48451,0,1,no
48452,1,0,no
48453,0,1,no
48454,1,0,no
48455,1,0,no
48456,0,1,no
48457,0,0,yes
48458,0,1,no
48459,0,1,no
48460,0,0,yes
48461,1,0,no
48462,0,1,no
48463,1,1,yes
48464,0,1,no
48465,0,1,no
48466,0,0,yes
48467,0,1,no
48468,0,0,yes
48469,1,1,yes
48470,1,0,no
48471,1,0,no
48472,1,1,yes
48473,0,1,no
48474,0,0,yes
48475,0,1,no
48476,0,0,yes
48477,1,1,yes
48478,0,0,yes
48479,0,0,yes
48480,1,0,no
48481,0,1,no
48482,1,0,no
48483,0,1,no
48484,1,0,no
48485,0,0,yes
48486,1,1,yes
48487,1,0,no
48488,0,1,no
48489,0,1,no
48490,0,1,no
48491,0,0,yes
48492,0,1,no
48493,0,1,no
48494,1,0,no
48495,1,1,yes
48496,0,1,no
48497,0,1,no
48498,0,1,no
48499,0,1,no
48500,1,1,yes
48501,1,1,yes
48502,0,0,yes
48503,0,1,no
48504,0,1,no
48505,0,1,no
48506,0,1,no
48507,1,0,no
48508,0,0,yes
48509,1,1,yes
48510,1,1,yes
48511,0,0,yes
48512,0,1,no
48513,0,1,no
48514,1,0,no
48515,0,0,yes
48516,0,1,no
48517,1,1,yes
48518,0,1,no
48519,0,1,no
48520,1,0,no
48521,1,1,yes
48522,0,0,yes
48523,1,0,no
48524,0,0,yes
48525,0,1,no
48526,0,1,no
48527,1,1,yes
48528,0,0,yes
48529,0,1,no
48530,1,1,yes
48531,1,1,yes
48532,1,1,yes
48533,1,0,no
48534,1,1,yes
48535,1,0,no
48536,0,1,no
48537,0,1,no
48538,1,0,no
48539,0,0,yes
48540,0,1,no
48541,1,1,yes
48542,1,1,yes
48543,1,1,yes
48544,1,0,no
48545,1,0,no
48546,0,1,no
48547,1,0,no
48548,1,1,yes
48549,1,1,yes
48550,0,1,no
48551,0,0,yes
48552,1,1,yes
48553,0,0,yes
48554,0,0,yes
48555,0,0,yes
48556,1,1,yes
48557,1,1,yes
48558,0,1,no
48559,0,1,no
48560,1,1,yes
48561,0,1,no
48562,0,0,yes
48563,1,1,yes
48564,0,1,no
48565,0,0,yes
48566,0,0,yes
48567,1,0,no
48568,1,1,yes
48569,1,1,yes
48570,0,0,yes
48571,0,0,yes
48572,1,0,no
48573,0,0,yes
48574,0,0,yes
48575,0,1,no
48576,1,0,no
48577,1,0,no
48578,1,1,yes
48579,0,0,yes
48580,1,1,yes
48581,0,0,yes
48582,1,0,no
48583,0,0,yes
48584,0,0,yes
48585,1,1,yes
48586,1,0,no
48587,0,0,yes
48588,1,1,yes
48589,0,1,no
48590,1,0,no
48591,0,0,yes
48592,1,0,no
48593,0,1,no
48594,1,1,yes
48595,1,1,yes
48596,1,0,no
48597,1,1,yes
48598,1,1,yes
48599,0,1,no
48600,1,1,yes
48601,0,0,yes
48602,0,1,no
48603,1,0,no
48604,0,1,no
48605,1,0,no
48606,0,0,yes
48607,1,1,yes
48608,0,0,yes
48609,0,0,yes
48610,1,0,no
48611,1,1,yes
48612,0,0,yes
48613,1,1,yes
48614,1,0,no
48615,0,1,no
48616,1,0,no
48617,0,equal,no
48618,0,0,yes
48619,1,1,yes
48620,0,1,no
48621,0,0,yes
48622,1,1,yes
48623,1,1,yes
48624,1,0,no
48625,0,0,yes
48626,1,0,no
48627,0,1,no
48628,0,0,yes
48629,0,1,no
48630,0,0,yes
48631,0,1,no
48632,1,1,yes
48633,0,1,no
48634,1,1,yes
48635,1,0,no
48636,1,1,yes
48637,1,1,yes
48638,0,1,no
48639,0,0,yes
48640,1,0,no
48641,1,1,yes
48642,0,0,yes
48643,0,1,no
48644,0,1,no
48645,1,1,yes
48646,1,1,yes
48647,0,0,yes
48648,1,0,no
48649,equal,1,no
48650,0,1,no
48651,1,0,no
48652,1,0,no
48653,1,0,no
48654,1,0,no
48655,0,0,yes
48656,equal,0,no
48657,1,0,no
48658,1,1,yes
48659,0,0,yes
48660,1,1,yes
48661,0,0,yes
48662,1,1,yes
48663,0,1,no
48664,0,1,no
48665,1,1,yes
48666,0,0,yes
48667,1,0,no
48668,1,0,no
48669,1,1,yes
48670,1,0,no
48671,1,1,yes
48672,0,1,no
48673,0,0,yes
48674,1,1,yes
48675,1,0,no
48676,1,1,yes
48677,0,0,yes
48678,1,1,yes
48679,0,0,yes
48680,0,0,yes
48681,1,1,yes
48682,0,1,no
48683,0,0,yes
48684,0,1,no
48685,0,1,no
48686,0,1,no
48687,0,1,no
48688,0,1,no
48689,0,0,yes
48690,1,1,yes
48691,1,0,no
48692,0,0,yes
48693,0,1,no
48694,1,0,no
48695,0,1,no
48696,0,1,no
48697,0,0,yes
48698,0,0,yes
48699,0,0,yes
48700,0,1,no
48701,1,0,no
48702,0,0,yes
48703,0,0,yes
48704,0,0,yes
48705,0,1,no
48706,1,0,no
48707,0,1,no
48708,0,equal,no
48709,1,1,yes
48710,1,1,yes
48711,1,0,no
48712,1,1,yes
48713,0,0,yes
48714,0,1,no
48715,0,1,no
48716,0,0,yes
48717,0,0,yes
48718,0,1,no
48719,1,0,no
