bit_position,majority_board1,majority_board2,match
17551,1,1,yes
17552,0,1,no
17553,1,0,no
17554,0,0,yes
17555,1,0,no
17556,0,1,no
17557,1,0,no
17558,0,0,yes
17559,0,1,no
17560,1,0,no
17561,1,1,yes
17562,1,1,yes
17563,0,1,no
17564,1,1,yes
17565,0,0,yes
17566,0,0,yes
17567,0,0,yes
17568,1,1,yes
17569,0,0,yes
17570,0,0,yes
17571,1,1,yes
17572,0,0,yes
17573,1,0,no
17574,0,1,no
17575,1,0,no
17576,1,1,yes
17577,1,1,yes
17578,1,1,yes
17579,0,0,yes
17580,0,0,yes
17581,0,1,no
17582,1,1,yes
17583,0,0,yes
17584,0,1,no
17585,1,0,no
17586,0,1,no
17587,1,1,yes
17588,1,1,yes
17589,0,0,yes
17590,0,1,no
17591,1,0,no
17592,1,1,yes
17593,1,0,no
17594,1,1,yes
17595,0,1,no
17596,1,1,yes
17597,0,0,yes
17598,0,1,no
17599,0,1,no
17600,0,1,no
17601,0,1,no
17602,0,0,yes
17603,0,0,yes
17604,1,1,yes
17605,1,0,no
17606,1,0,no
17607,0,0,yes
17608,1,0,no
17609,0,0,yes
17610,1,0,no
17611,1,1,yes
17612,0,0,yes
17613,1,1,yes
17614,0,0,yes
17615,0,0,yes
17616,0,1,no
17617,1,1,yes
17618,0,1,no
17619,0,0,yes
17620,0,0,yes
17621,0,1,no
17622,1,1,yes
17623,0,1,no
17624,1,1,yes
17625,0,0,yes
17626,0,0,yes
17627,1,0,no
17628,0,0,yes
17629,1,0,no
17630,1,0,no
17631,1,0,no
17632,0,1,no
17633,0,1,no
17634,1,1,yes
17635,1,1,yes
17636,1,1,yes
17637,0,1,no
17638,0,1,no
17639,1,0,no
17640,1,0,no
17641,0,1,no
17642,1,0,no
17643,0,1,no
17644,0,0,yes
17645,0,0,yes
17646,0,0,yes
17647,0,1,no
17648,1,1,yes
17649,0,1,no
17650,1,1,yes
17651,0,0,yes
17652,0,1,no
17653,0,0,yes
17654,1,0,no
17655,0,0,yes
17656,0,0,yes
17657,0,1,no
17658,1,0,no
17659,1,0,no
17660,1,1,yes
17661,1,1,yes
17662,0,1,no
17663,0,1,no
17664,1,1,yes
17665,0,0,yes
17666,0,1,no
17667,0,0,yes
17668,1,0,no
17669,0,0,yes
17670,1,0,no
17671,1,1,yes
17672,1,0,no
17673,0,1,no
17674,0,0,yes
17675,0,1,no
17676,1,1,yes
17677,1,equal,no
17678,1,1,yes
17679,1,1,yes
17680,1,1,yes
17681,1,1,yes
17682,1,0,no
17683,1,0,no
17684,0,0,yes
17685,1,1,yes
17686,1,1,yes
17687,0,0,yes
17688,1,1,yes
17689,1,1,yes
17690,0,1,no
17691,0,1,no
17692,1,1,yes
17693,0,1,no
17694,1,0,no
17695,1,1,yes
17696,1,0,no
17697,0,1,no
17698,1,1,yes
17699,1,0,no
17700,0,0,yes
17701,1,1,yes
17702,0,0,yes
17703,1,0,no
17704,1,1,yes
17705,0,1,no
17706,0,1,no
17707,0,1,no
17708,1,0,no
17709,1,0,no
17710,0,0,yes
17711,0,0,yes
17712,0,1,no
17713,1,1,yes
17714,0,0,yes
17715,1,0,no
17716,1,equal,no
17717,1,1,yes
17718,1,0,no
17719,0,1,no
17720,1,equal,no
17721,1,1,yes
17722,1,0,no
17723,0,0,yes
17724,0,1,no
17725,0,0,yes
17726,1,0,no
17727,0,1,no
17728,0,1,no
17729,0,1,no
17730,1,1,yes
17731,0,0,yes
17732,0,0,yes
17733,0,0,yes
17734,1,0,no
17735,1,0,no
17736,0,0,yes
17737,1,1,yes
17738,1,1,yes
17739,0,1,no
17740,0,0,yes
17741,1,0,no
17742,1,0,no
17743,0,0,yes
17744,1,0,no
17745,1,0,no
17746,1,1,yes
17747,0,1,no
17748,1,1,yes
17749,1,1,yes
17750,0,0,yes
17751,1,1,yes
17752,0,1,no
17753,0,0,yes
17754,1,1,yes
17755,0,0,yes
17756,1,0,no
17757,1,0,no
17758,1,1,yes
17759,0,1,no
17760,0,0,yes
17761,0,1,no
17762,1,0,no
17763,0,0,yes
17764,0,0,yes
17765,0,0,yes
17766,1,1,yes
17767,0,1,no
17768,1,0,no
17769,1,1,yes
17770,0,1,no
17771,1,0,no
17772,0,1,no
17773,1,0,no
17774,0,0,yes
17775,0,1,no
17776,0,1,no
17777,1,1,yes
17778,0,0,yes
17779,1,0,no
17780,0,0,yes
17781,1,0,no
17782,0,1,no
17783,0,1,no
17784,1,0,no
17785,0,0,yes
17786,0,0,yes
17787,0,1,no
17788,0,0,yes
17789,1,1,yes
17790,1,0,no
17791,1,0,no
17792,1,0,no
17793,0,0,yes
17794,1,1,yes
17795,1,1,yes
17796,1,0,no
17797,1,0,no
17798,0,1,no
17799,1,0,no
17800,1,0,no
17801,0,1,no
17802,1,1,yes
17803,0,1,no
17804,1,1,yes
17805,0,1,no
17806,1,1,yes
17807,0,0,yes
17808,0,1,no
17809,0,0,yes
17810,0,1,no
17811,1,1,yes
17812,1,0,no
17813,0,0,yes
17814,0,1,no
17815,1,1,yes
17816,1,1,yes
17817,1,0,no
17818,1,0,no
17819,0,0,yes
17820,1,0,no
17821,0,1,no
17822,1,0,no
17823,1,1,yes
17824,0,1,no
17825,1,0,no
17826,0,1,no
17827,0,1,no
17828,0,1,no
17829,0,1,no
17830,1,1,yes
17831,0,1,no
17832,1,1,yes
17833,1,1,yes
17834,0,1,no
17835,0,1,no
17836,0,1,no
17837,1,1,yes
17838,0,1,no
17839,1,0,no
17840,1,0,no
17841,1,0,no
17842,1,1,yes
17843,1,1,yes
17844,1,0,no
17845,equal,1,no
17846,1,1,yes
17847,1,1,yes
17848,0,1,no
17849,0,1,no
17850,1,0,no
17851,1,0,no
17852,1,0,no
17853,0,0,yes
17854,0,0,yes
17855,0,0,yes
17856,0,1,no
17857,0,1,no
17858,0,0,yes
17859,1,0,no
17860,1,0,no
17861,0,0,yes
17862,1,0,no
17863,0,0,yes
17864,1,0,no
17865,0,1,no
17866,1,0,no
17867,1,0,no
17868,1,0,no
17869,1,0,no
17870,1,0,no
17871,1,0,no
17872,1,1,yes
17873,1,0,no
17874,1,1,yes
17875,1,0,no
17876,1,1,yes
17877,1,0,no
17878,0,1,no
17879,1,1,yes
17880,1,0,no
17881,1,0,no
17882,0,0,yes
17883,1,0,no
17884,0,0,yes
17885,1,1,yes
17886,0,0,yes
17887,0,0,yes
17888,0,1,no
17889,0,1,no
17890,1,1,yes
17891,0,1,no
17892,1,1,yes
17893,1,equal,no
17894,1,0,no
17895,0,1,no
17896,1,1,yes
17897,1,1,yes
17898,1,0,no
17899,0,0,yes
17900,0,0,yes
17901,0,0,yes
17902,0,0,yes
17903,0,1,no
17904,0,1,no
17905,0,1,no
17906,1,1,yes
17907,0,1,no
17908,0,0,yes
17909,1,1,yes
17910,1,0,no
17911,0,0,yes
17912,0,1,no
17913,1,0,no
17914,1,0,no
17915,1,0,no
17916,1,0,no
17917,0,1,no
17918,0,0,yes
17919,0,0,yes
17920,0,1,no
17921,0,1,no
17922,0,0,yes
17923,1,0,no
17924,0,0,yes
17925,1,0,no
17926,1,0,no
17927,equal,1,no
17928,1,1,yes
17929,1,0,no
17930,0,0,yes
17931,1,0,no
17932,0,0,yes
17933,0,0,yes
17934,1,1,yes
17935,0,0,yes
17936,1,0,no
17937,1,1,yes
17938,1,1,yes
17939,0,1,no
17940,1,equal,no
17941,1,0,no
17942,1,0,no
17943,1,0,no
17944,1,1,yes
17945,0,0,yes
17946,1,0,no
17947,1,0,no
17948,1,0,no
17949,0,0,yes
17950,1,0,no
17951,0,0,yes
17952,1,0,no
17953,0,1,no
17954,0,0,yes
17955,0,0,yes
17956,1,1,yes
17957,0,1,no
17958,0,1,no
17959,0,0,yes
17960,0,0,yes
17961,0,0,yes
17962,0,1,no
17963,1,0,no
17964,0,0,yes
17965,1,1,yes
17966,1,1,yes
17967,1,1,yes
17968,0,0,yes
17969,1,1,yes
17970,1,1,yes
17971,0,0,yes
17972,0,0,yes
17973,1,1,yes
17974,0,1,no
17975,1,1,yes
17976,1,1,yes
17977,0,1,no
17978,0,1,no
17979,0,1,no
17980,1,1,yes
17981,1,1,yes
17982,1,1,yes
17983,0,1,no
17984,0,1,no
17985,1,1,yes
17986,0,0,yes
17987,0,0,yes
17988,0,0,yes
17989,0,1,no
17990,1,0,no
17991,1,1,yes
17992,1,1,yes
17993,1,1,yes
17994,0,1,no
17995,0,1,no
17996,1,1,yes
17997,1,0,no
17998,0,0,yes
17999,1,1,yes
18000,0,1,no
18001,0,1,no
18002,1,1,yes
18003,0,0,yes
18004,0,1,no
18005,1,1,yes
18006,1,0,no
18007,0,1,no
18008,1,1,yes
18009,1,0,no
18010,0,1,no
18011,1,1,yes
18012,0,0,yes
18013,1,1,yes
18014,0,1,no
18015,1,0,no
18016,1,0,no
18017,0,1,no
18018,1,0,no
18019,0,1,no
18020,1,1,yes
18021,1,0,no
18022,0,0,yes
18023,1,1,yes
18024,1,1,yes
18025,1,0,no
18026,0,0,yes
18027,0,0,yes
18028,0,1,no
18029,0,1,no
18030,0,0,yes
18031,0,1,no
18032,0,1,no
18033,0,1,no
18034,1,1,yes
18035,0,1,no
18036,1,0,no
18037,1,1,yes
18038,1,0,no
18039,0,0,yes
18040,0,0,yes
18041,1,1,yes
18042,0,1,no
18043,0,1,no
18044,equal,0,no
18045,1,1,yes
18046,1,1,yes
18047,1,1,yes
18048,1,1,yes
18049,1,1,yes
18050,1,1,yes
18051,0,1,no
18052,0,1,no
18053,0,1,no
18054,1,1,yes
18055,1,1,yes
18056,1,0,no
18057,1,1,yes
18058,0,0,yes
18059,0,1,no
18060,1,0,no
18061,1,0,no
18062,0,0,yes
18063,0,1,no
18064,0,0,yes
18065,0,1,no
18066,1,1,yes
18067,1,0,no
18068,1,1,yes
18069,1,1,yes
18070,1,1,yes
18071,1,1,yes
18072,0,1,no
18073,0,0,yes
18074,1,0,no
18075,1,0,no
18076,1,1,yes
18077,0,1,no
18078,0,1,no
18079,1,1,yes
18080,1,0,no
18081,0,0,yes
18082,0,0,yes
18083,0,0,yes
18084,0,1,no
18085,0,0,yes
18086,1,1,yes
18087,0,1,no
18088,0,0,yes
18089,1,1,yes
18090,1,0,no
18091,0,0,yes
18092,1,1,yes
18093,0,0,yes
18094,0,1,no
18095,1,0,no
18096,0,1,no
18097,1,1,yes
18098,1,0,no
18099,1,0,no
18100,1,1,yes
18101,0,0,yes
18102,0,0,yes
18103,1,1,yes
18104,0,0,yes
18105,0,0,yes
18106,1,0,no
18107,1,1,yes
18108,1,1,yes
18109,1,1,yes
18110,0,0,yes
18111,0,0,yes
18112,1,0,no
18113,1,1,yes
18114,1,0,no
18115,0,0,yes
18116,0,1,no
18117,1,0,no
18118,0,0,yes
18119,0,0,yes
18120,0,1,no
18121,1,0,no
18122,1,0,no
18123,0,0,yes
18124,0,0,yes
18125,0,0,yes
18126,1,1,yes
18127,1,0,no
18128,0,0,yes
18129,0,1,no
18130,0,1,no
18131,1,1,yes
18132,1,1,yes
18133,0,1,no
18134,0,1,no
18135,0,1,no
18136,1,1,yes
18137,1,1,yes
18138,0,1,no
18139,0,0,yes
18140,0,1,no
18141,0,1,no
18142,0,1,no
18143,1,0,no
18144,0,1,no
18145,1,0,no
18146,0,1,no
18147,1,1,yes
18148,0,1,no
18149,0,0,yes
18150,1,1,yes
18151,0,1,no
18152,1,1,yes
18153,1,1,yes
18154,1,0,no
18155,0,0,yes
18156,1,0,no
18157,0,0,yes
18158,1,0,no
18159,0,1,no
18160,1,0,no
18161,1,0,no
18162,1,0,no
18163,1,0,no
18164,0,1,no
18165,1,0,no
18166,0,1,no
18167,1,0,no
18168,0,1,no
18169,0,1,no
18170,0,1,no
18171,0,0,yes
18172,1,0,no
18173,0,1,no
18174,0,1,no
18175,1,0,no
18176,1,1,yes
18177,1,0,no
18178,0,0,yes
18179,0,1,no
18180,1,1,yes
18181,1,1,yes
18182,1,1,yes
18183,1,0,no
18184,0,0,yes
18185,1,0,no
18186,0,1,no
18187,1,1,yes
18188,1,1,yes
18189,1,0,no
18190,1,1,yes
18191,0,1,no
18192,1,0,no
18193,0,1,no
18194,1,0,no
18195,1,1,yes
18196,1,0,no
18197,0,1,no
18198,0,0,yes
18199,0,0,yes
18200,1,0,no
18201,0,0,yes
18202,1,0,no
18203,1,0,no
18204,1,0,no
18205,1,0,no
18206,0,1,no
18207,1,1,yes
18208,0,0,yes
18209,0,0,yes
18210,0,1,no
18211,0,1,no
18212,1,1,yes
18213,0,0,yes
18214,0,0,yes
18215,0,0,yes
18216,0,0,yes
18217,0,1,no
18218,0,1,no
18219,1,0,no
18220,1,0,no
18221,0,1,no
18222,1,1,yes
18223,0,0,yes
18224,0,0,yes
18225,1,1,yes
18226,equal,1,no
18227,1,1,yes
18228,1,0,no
18229,0,1,no
18230,0,1,no
18231,0,0,yes
18232,1,1,yes
18233,0,1,no
18234,1,0,no
18235,0,0,yes
18236,0,0,yes
18237,1,0,no
18238,1,1,yes
18239,0,1,no
18240,0,1,no
18241,1,0,no
18242,0,1,no
18243,1,0,no
18244,1,0,no
18245,1,1,yes
18246,0,1,no
18247,1,1,yes
18248,0,1,no
18249,1,0,no
18250,0,1,no
18251,0,1,no
18252,0,1,no
18253,0,1,no
18254,1,1,yes
18255,0,1,no
18256,0,0,yes
18257,0,1,no
18258,1,1,yes
18259,1,0,no
18260,0,1,no
18261,0,1,no
18262,1,0,no
18263,1,0,no
18264,1,0,no
18265,1,0,no
18266,1,0,no
18267,1,0,no
18268,0,0,yes
18269,0,1,no
18270,1,0,no
18271,1,1,yes
18272,0,1,no
18273,1,0,no
18274,0,0,yes
18275,1,1,yes
18276,1,1,yes
18277,0,0,yes
18278,1,1,yes
18279,0,1,no
18280,0,1,no
18281,0,0,yes
18282,1,0,no
18283,0,0,yes
18284,1,1,yes
18285,1,0,no
18286,1,0,no
18287,0,1,no
18288,0,1,no
18289,1,0,no
18290,1,0,no
18291,0,0,yes
18292,0,0,yes
18293,1,1,yes
18294,1,1,yes
18295,0,0,yes
18296,1,1,yes
18297,1,1,yes
18298,0,0,yes
18299,1,1,yes
18300,0,0,yes
18301,0,0,yes
18302,1,1,yes
18303,0,0,yes
18304,1,1,yes
18305,0,0,yes
18306,1,0,no
18307,0,1,no
18308,1,0,no
18309,1,1,yes
18310,0,1,no
18311,1,0,no
18312,1,0,no
18313,1,0,no
18314,0,1,no
18315,0,0,yes
18316,1,0,no
18317,1,0,no
18318,1,0,no
18319,0,0,yes
18320,0,1,no
18321,0,1,no
18322,1,1,yes
18323,1,1,yes
18324,0,0,yes
18325,0,0,yes
18326,1,0,no
18327,1,0,no
18328,1,0,no
18329,1,0,no
18330,1,0,no
18331,0,0,yes
18332,0,0,yes
18333,1,1,yes
18334,1,1,yes
18335,0,0,yes
18336,0,1,no
18337,1,1,yes
18338,1,1,yes
18339,1,1,yes
18340,0,0,yes
18341,1,1,yes
18342,1,1,yes
18343,0,0,yes
18344,0,1,no
18345,1,0,no
18346,1,1,yes
18347,1,1,yes
18348,0,1,no
18349,1,0,no
18350,0,1,no
18351,0,1,no
18352,0,0,yes
18353,1,1,yes
18354,0,1,no
18355,0,0,yes
18356,0,1,no
18357,0,0,yes
18358,1,0,no
18359,0,1,no
18360,1,0,no
18361,1,0,no
18362,1,1,yes
18363,0,0,yes
18364,0,0,yes
18365,1,1,yes
18366,0,1,no
18367,1,0,no
18368,1,1,yes
18369,0,1,no
18370,0,1,no
18371,1,1,yes
18372,1,0,no
18373,0,0,yes
18374,0,1,no
18375,1,1,yes
18376,0,1,no
18377,1,0,no
18378,0,0,yes
18379,1,0,no
18380,0,0,yes
18381,0,1,no
18382,1,0,no
18383,1,0,no
18384,0,0,yes
18385,1,1,yes
18386,1,1,yes
18387,1,1,yes
18388,0,0,yes
18389,1,1,yes
18390,0,1,no
18391,1,1,yes
18392,1,0,no
18393,0,0,yes
18394,1,0,no
18395,0,1,no
18396,0,0,yes
18397,0,0,yes
18398,0,0,yes
18399,1,0,no
18400,0,1,no
18401,0,0,yes
18402,0,1,no
18403,0,1,no
18404,0,0,yes
18405,0,1,no
18406,0,1,no
18407,1,0,no
18408,1,0,no
18409,0,1,no
18410,0,0,yes
18411,0,0,yes
18412,0,1,no
18413,0,0,yes
18414,0,0,yes
18415,1,1,yes
18416,1,1,yes
18417,0,0,yes
18418,1,0,no
18419,0,0,yes
18420,1,1,yes
18421,0,0,yes
18422,equal,0,no
18423,0,1,no
18424,0,0,yes
18425,0,0,yes
18426,1,1,yes
18427,0,0,yes
18428,0,0,yes
18429,1,1,yes
18430,0,0,yes
18431,0,0,yes
18432,1,0,no
18433,1,0,no
18434,1,1,yes
18435,0,0,yes
18436,1,0,no
18437,1,1,yes
18438,1,0,no
18439,1,0,no
18440,0,0,yes
18441,0,1,no
18442,1,1,yes
18443,1,1,yes
18444,1,0,no
18445,1,1,yes
18446,0,1,no
18447,1,1,yes
18448,1,1,yes
18449,0,1,no
18450,1,1,yes
18451,1,0,no
18452,1,1,yes
18453,0,1,no
18454,0,0,yes
18455,1,1,yes
18456,0,0,yes
18457,0,0,yes
18458,1,1,yes
18459,0,1,no
18460,0,1,no
18461,1,1,yes
18462,0,0,yes
18463,1,0,no
18464,0,1,no
18465,1,0,no
18466,0,0,yes
18467,1,0,no
18468,0,1,no
18469,1,0,no
18470,0,1,no
18471,0,1,no
18472,1,1,yes
18473,1,1,yes
18474,0,1,no
18475,1,0,no
18476,1,0,no
18477,0,1,no
18478,0,0,yes
18479,0,0,yes
18480,0,1,no
18481,0,0,yes
18482,1,1,yes
18483,1,0,no
18484,1,0,no
18485,0,0,yes
18486,1,0,no
18487,0,1,no
18488,0,1,no
18489,0,1,no
18490,0,0,yes
18491,0,0,yes
18492,0,1,no
18493,1,1,yes
18494,1,1,yes
18495,0,1,no
18496,1,0,no
18497,1,1,yes
18498,0,1,no
18499,1,1,yes
18500,1,0,no
18501,0,1,no
18502,1,0,no
18503,1,0,no
18504,1,0,no
18505,0,0,yes
18506,1,0,no
18507,1,0,no
18508,1,1,yes
18509,1,1,yes
18510,0,1,no
18511,0,0,yes
18512,1,0,no
18513,1,1,yes
18514,1,0,no
18515,1,1,yes
18516,1,1,yes
18517,1,1,yes
18518,1,0,no
18519,1,0,no
18520,1,0,no
18521,1,1,yes
18522,0,1,no
18523,1,1,yes
18524,0,0,yes
18525,0,1,no
18526,0,0,yes
18527,0,1,no
18528,0,0,yes
18529,1,1,yes
18530,1,1,yes
18531,1,1,yes
18532,0,0,yes
18533,1,1,yes
18534,1,1,yes
18535,0,1,no
18536,0,0,yes
18537,0,0,yes
18538,1,1,yes
18539,1,0,no
18540,1,0,no
18541,0,1,no
18542,1,0,no
18543,0,0,yes
18544,1,1,yes
18545,1,1,yes
18546,1,0,no
18547,0,0,yes
18548,0,0,yes
18549,1,0,no
18550,0,1,no
18551,1,1,yes
18552,1,0,no
18553,1,1,yes
18554,1,1,yes
18555,1,0,no
18556,0,1,no
18557,1,1,yes
18558,0,1,no
18559,0,1,no
18560,1,0,no
18561,0,0,yes
18562,1,1,yes
18563,0,1,no
18564,0,0,yes
18565,1,1,yes
18566,0,1,no
18567,0,1,no
18568,1,1,yes
18569,0,0,yes
18570,1,0,no
18571,1,0,no
18572,1,0,no
18573,1,0,no
18574,0,1,no
18575,0,0,yes
18576,0,0,yes
18577,0,0,yes
18578,0,1,no
18579,1,1,yes
18580,0,1,no
18581,0,1,no
18582,1,1,yes
18583,1,1,yes
18584,1,1,yes
18585,1,0,no
18586,1,equal,no
18587,1,1,yes
18588,1,0,no
18589,1,0,no
18590,1,0,no
18591,1,0,no
18592,equal,1,no
18593,0,0,yes
18594,0,1,no
18595,0,0,yes
18596,1,0,no
18597,1,0,no
18598,1,1,yes
18599,0,1,no
18600,1,0,no
18601,1,0,no
18602,0,1,no
18603,1,1,yes
18604,0,1,no
18605,0,1,no
18606,0,1,no
18607,0,0,yes
18608,0,1,no
18609,1,1,yes
18610,1,0,no
18611,1,0,no
18612,0,0,yes
18613,1,1,yes
18614,0,0,yes
18615,1,1,yes
18616,1,1,yes
18617,0,1,no
18618,0,0,yes
18619,1,0,no
18620,0,1,no
18621,0,0,yes
18622,0,0,yes
18623,0,0,yes
18624,1,0,no
18625,0,0,yes
18626,1,1,yes
18627,0,1,no
18628,1,1,yes
18629,1,0,no
18630,0,1,no
18631,0,0,yes
18632,0,0,yes
18633,1,1,yes
18634,0,0,yes
18635,1,0,no
18636,0,1,no
18637,1,1,yes
18638,0,0,yes
18639,1,0,no
18640,1,1,yes
18641,1,1,yes
18642,1,0,no
18643,1,0,no
18644,0,1,no
18645,0,1,no
18646,1,0,no
18647,0,1,no
18648,0,1,no
18649,0,0,yes
18650,1,1,yes
18651,1,1,yes
18652,1,1,yes
18653,0,1,no
18654,0,0,yes
18655,0,0,yes
18656,0,1,no
18657,0,0,yes
18658,0,0,yes
18659,1,1,yes
18660,1,1,yes
18661,1,0,no
18662,1,0,no
18663,0,1,no
18664,0,1,no
18665,1,1,yes
18666,0,0,yes
18667,1,1,yes
18668,0,1,no
18669,1,0,no
18670,0,1,no
18671,0,0,yes
18672,0,1,no
18673,0,1,no
18674,1,1,yes
18675,1,1,yes
18676,1,1,yes
18677,0,equal,no
18678,0,1,no
18679,1,0,no
18680,0,1,no
18681,1,0,no
18682,1,0,no
18683,0,1,no
18684,0,1,no
18685,1,1,yes
18686,1,1,yes
18687,0,1,no
18688,0,0,yes
18689,1,1,yes
18690,1,1,yes
18691,0,1,no
18692,0,0,yes
18693,1,1,yes
18694,1,0,no
18695,1,1,yes
18696,0,1,no
18697,0,1,no
18698,0,0,yes
18699,0,1,no
18700,1,0,no
18701,0,1,no
18702,1,1,yes
18703,1,1,yes
18704,1,1,yes
18705,1,0,no
18706,1,1,yes
18707,0,0,yes
18708,0,0,yes
18709,1,1,yes
18710,1,0,no
18711,0,0,yes
18712,1,1,yes
18713,1,1,yes
18714,0,1,no
18715,1,0,no
18716,1,1,yes
18717,1,0,no
18718,0,1,no
18719,1,0,no
18720,0,1,no
18721,0,0,yes
18722,1,0,no
18723,1,1,yes
18724,0,1,no
18725,1,1,yes
18726,0,1,no
18727,0,1,no
18728,1,1,yes
18729,0,1,no
18730,1,1,yes
18731,0,0,yes
18732,0,1,no
18733,1,0,no
18734,0,0,yes
18735,0,1,no
18736,0,1,no
18737,1,1,yes
18738,1,0,no
18739,0,0,yes
18740,1,0,no
18741,1,1,yes
18742,0,0,yes
18743,0,1,no
18744,0,0,yes
18745,0,1,no
18746,1,1,yes
18747,0,1,no
18748,1,0,no
18749,0,1,no
18750,0,0,yes
18751,0,0,yes
18752,1,1,yes
18753,0,0,yes
18754,1,0,no
18755,1,1,yes
18756,1,1,yes
18757,1,1,yes
18758,1,1,yes
18759,0,0,yes
18760,1,0,no
18761,1,0,no
18762,0,0,yes
18763,0,0,yes
18764,0,0,yes
18765,1,1,yes
18766,0,1,no
18767,1,1,yes
18768,1,1,yes
18769,1,1,yes
18770,0,1,no
18771,1,1,yes
18772,0,0,yes
18773,0,1,no
18774,0,0,yes
18775,0,0,yes
18776,0,1,no
18777,0,0,yes
18778,1,1,yes
18779,1,1,yes
18780,1,equal,no
18781,1,0,no
18782,1,0,no
18783,1,0,no
18784,1,1,yes
18785,0,1,no
18786,1,1,yes
18787,0,0,yes
18788,1,0,no
18789,1,1,yes
18790,0,1,no
18791,0,0,yes
18792,0,1,no
18793,0,0,yes
18794,1,1,yes
18795,1,1,yes
18796,1,1,yes
18797,1,0,no
18798,1,1,yes
18799,1,1,yes
18800,0,1,no
18801,1,0,no
18802,0,1,no
18803,0,0,yes
18804,0,1,no
18805,0,0,yes
18806,1,0,no
18807,0,0,yes
18808,0,0,yes
18809,0,0,yes
18810,1,1,yes
18811,0,1,no
18812,0,1,no
18813,1,0,no
18814,1,0,no
18815,0,0,yes
18816,1,1,yes
18817,0,0,yes
18818,0,0,yes
18819,0,0,yes
18820,0,1,no
18821,1,1,yes
18822,1,0,no
18823,1,1,yes
18824,0,1,no
18825,0,0,yes
18826,1,1,yes
18827,0,0,yes
18828,0,0,yes
18829,1,1,yes
18830,1,0,no
18831,0,1,no
18832,1,1,yes
18833,1,0,no
18834,1,0,no
18835,1,0,no
18836,1,1,yes
18837,0,1,no
18838,0,1,no
18839,1,0,no
18840,1,1,yes
18841,1,1,yes
18842,0,1,no
18843,1,1,yes
18844,1,1,yes
18845,0,0,yes
18846,1,0,no
18847,0,1,no
18848,0,0,yes
18849,1,0,no
18850,1,1,yes
18851,0,1,no
18852,0,1,no
18853,1,equal,no
18854,0,0,yes
18855,0,0,yes
18856,1,1,yes
18857,1,0,no
18858,0,1,no
18859,1,0,no
18860,1,0,no
18861,0,1,no
18862,1,0,no
18863,1,1,yes
18864,0,1,no
18865,0,1,no
18866,0,1,no
18867,1,1,yes
18868,1,1,yes
18869,0,1,no
18870,0,0,yes
18871,0,1,no
18872,0,0,yes
18873,1,1,yes
18874,0,0,yes
18875,0,1,no
18876,1,1,yes
18877,0,1,no
18878,1,1,yes
18879,1,0,no
18880,0,1,no
18881,1,0,no
18882,0,1,no
18883,0,1,no
18884,1,1,yes
18885,1,1,yes
18886,1,1,yes
18887,1,0,no
18888,0,1,no
18889,0,1,no
18890,0,0,yes
18891,1,1,yes
18892,1,0,no
18893,0,0,yes
18894,1,1,yes
18895,1,1,yes
18896,0,1,no
18897,1,0,no
18898,0,0,yes
18899,0,0,yes
18900,1,1,yes
18901,0,0,yes
18902,1,1,yes
18903,1,0,no
18904,1,0,no
18905,1,1,yes
18906,1,1,yes
18907,0,0,yes
18908,1,0,no
18909,0,1,no
18910,1,0,no
18911,1,1,yes
18912,1,1,yes
18913,0,0,yes
18914,0,1,no
18915,1,0,no
18916,0,1,no
18917,1,1,yes
18918,0,1,no
18919,1,1,yes
18920,0,0,yes
18921,1,0,no
18922,1,1,yes
18923,0,1,no
18924,0,1,no
18925,1,1,yes
18926,0,1,no
18927,1,0,no
18928,1,0,no
18929,1,0,no
18930,0,0,yes
18931,1,1,yes
18932,1,1,yes
18933,0,0,yes
18934,0,1,no
18935,1,0,no
18936,1,1,yes
18937,0,1,no
18938,1,1,yes
18939,1,0,no
18940,0,0,yes
18941,1,1,yes
18942,1,0,no
18943,0,1,no
18944,1,1,yes
18945,0,0,yes
18946,0,0,yes
18947,0,0,yes
18948,1,1,yes
18949,1,0,no
18950,1,1,yes
18951,0,1,no
18952,1,1,yes
18953,1,0,no
18954,0,1,no
18955,0,1,no
18956,1,1,yes
18957,1,1,yes
18958,1,1,yes
18959,0,1,no
18960,0,0,yes
18961,0,0,yes
18962,1,0,no
18963,0,0,yes
18964,0,0,yes
18965,1,0,no
18966,1,1,yes
18967,1,0,no
18968,1,1,yes
18969,1,1,yes
18970,0,1,no
18971,1,0,no
18972,1,1,yes
18973,0,1,no
18974,0,1,no
18975,0,0,yes
18976,1,0,no
18977,1,1,yes
18978,0,1,no
18979,1,0,no
18980,1,0,no
18981,1,0,no
18982,1,0,no
18983,0,0,yes
18984,0,1,no
18985,0,0,yes
18986,1,1,yes
18987,equal,1,no
18988,0,0,yes
18989,1,0,no
18990,0,1,no
18991,0,0,yes
18992,0,1,no
18993,0,0,yes
18994,1,1,yes
18995,1,0,no
18996,1,0,no
18997,0,1,no
18998,1,0,no
18999,1,1,yes
19000,1,0,no
19001,0,1,no
19002,1,0,no
19003,0,1,no
19004,0,0,yes
19005,1,1,yes
19006,1,0,no
19007,1,0,no
19008,0,1,no
19009,0,1,no
19010,1,1,yes
19011,1,0,no
19012,1,1,yes
19013,1,1,yes
19014,0,1,no
19015,0,0,yes
19016,0,0,yes
19017,0,0,yes
19018,0,0,yes
19019,0,0,yes
19020,0,1,no
19021,0,1,no
