bit_position,zeros_count,ones_count,majority,stability
34794,19,1,0,0.95
34795,20,0,0,1.0
34796,20,0,0,1.0
34797,20,0,0,1.0
34798,3,17,1,0.85
34799,20,0,0,1.0
34800,20,0,0,1.0
34801,20,0,0,1.0
34802,4,16,1,0.8
34803,19,1,0,0.95
34804,20,0,0,1.0
34805,20,0,0,1.0
34806,0,20,1,1.0
34807,18,2,0,0.9
34808,0,20,1,1.0
34809,20,0,0,1.0
34810,4,16,1,0.8
34811,15,5,0,0.75
34812,0,20,1,1.0
34813,0,20,1,1.0
34814,0,20,1,1.0
34815,20,0,0,1.0
34816,0,20,1,1.0
34817,20,0,0,1.0
34818,0,20,1,1.0
34819,0,20,1,1.0
34820,0,20,1,1.0
34821,4,16,1,0.8
34822,14,6,0,0.7
34823,20,0,0,1.0
34824,5,15,1,0.75
34825,0,20,1,1.0
34826,20,0,0,1.0
34827,0,20,1,1.0
34828,20,0,0,1.0
34829,0,20,1,1.0
34830,0,20,1,1.0
34831,0,20,1,1.0
34832,0,20,1,1.0
34833,2,18,1,0.9
34834,1,19,1,0.95
34835,4,16,1,0.8
34836,20,0,0,1.0
34837,0,20,1,1.0
34838,20,0,0,1.0
34839,20,0,0,1.0
34840,20,0,0,1.0
34841,0,20,1,1.0
34842,18,2,0,0.9
34843,20,0,0,1.0
34844,9,11,1,0.55
34845,0,20,1,1.0
34846,0,20,1,1.0
34847,20,0,0,1.0
34848,17,3,0,0.85
34849,20,0,0,1.0
34850,17,3,0,0.85
34851,20,0,0,1.0
34852,0,20,1,1.0
34853,20,0,0,1.0
34854,0,20,1,1.0
34855,0,20,1,1.0
34856,20,0,0,1.0
34857,7,13,1,0.65
34858,0,20,1,1.0
34859,7,13,1,0.65
34860,0,20,1,1.0
34861,0,20,1,1.0
34862,0,20,1,1.0
34863,14,6,0,0.7
34864,20,0,0,1.0
34865,0,20,1,1.0
34866,20,0,0,1.0
34867,0,20,1,1.0
34868,0,20,1,1.0
34869,0,20,1,1.0
34870,20,0,0,1.0
34871,20,0,0,1.0
34872,20,0,0,1.0
34873,20,0,0,1.0
34874,0,20,1,1.0
34875,0,20,1,1.0
34876,20,0,0,1.0
34877,0,20,1,1.0
34878,0,20,1,1.0
34879,20,0,0,1.0
34880,20,0,0,1.0
34881,0,20,1,1.0
34882,20,0,0,1.0
34883,0,20,1,1.0
34884,20,0,0,1.0
34885,20,0,0,1.0
34886,0,20,1,1.0
34887,20,0,0,1.0
34888,0,20,1,1.0
34889,0,20,1,1.0
34890,0,20,1,1.0
34891,20,0,0,1.0
34892,20,0,0,1.0
34893,20,0,0,1.0
34894,0,20,1,1.0
34895,0,20,1,1.0
34896,20,0,0,1.0
34897,9,11,1,0.55
34898,0,20,1,1.0
34899,12,8,0,0.6
34900,1,19,1,0.95
34901,0,20,1,1.0
34902,3,17,1,0.85
34903,0,20,1,1.0
34904,20,0,0,1.0
34905,0,20,1,1.0
34906,20,0,0,1.0
34907,0,20,1,1.0
34908,0,20,1,1.0
34909,0,20,1,1.0
34910,0,20,1,1.0
34911,19,1,0,0.95
34912,0,20,1,1.0
34913,20,0,0,1.0
34914,0,20,1,1.0
34915,20,0,0,1.0
34916,0,20,1,1.0
34917,0,20,1,1.0
34918,20,0,0,1.0
34919,20,0,0,1.0
34920,20,0,0,1.0
34921,0,20,1,1.0
34922,20,0,0,1.0
34923,19,1,0,0.95
34924,0,20,1,1.0
34925,20,0,0,1.0
34926,4,16,1,0.8
34927,20,0,0,1.0
34928,20,0,0,1.0
34929,0,20,1,1.0
34930,0,20,1,1.0
34931,5,15,1,0.75
34932,0,20,1,1.0
34933,20,0,0,1.0
34934,0,20,1,1.0
34935,20,0,0,1.0
34936,20,0,0,1.0
34937,0,20,1,1.0
34938,20,0,0,1.0
34939,20,0,0,1.0
34940,0,20,1,1.0
34941,15,5,0,0.75
34942,0,20,1,1.0
34943,9,11,1,0.55
34944,20,0,0,1.0
34945,0,20,1,1.0
34946,0,20,1,1.0
34947,18,2,0,0.9
34948,20,0,0,1.0
34949,0,20,1,1.0
34950,20,0,0,1.0
34951,0,20,1,1.0
34952,20,0,0,1.0
34953,20,0,0,1.0
34954,0,20,1,1.0
34955,0,20,1,1.0
34956,0,20,1,1.0
34957,0,20,1,1.0
34958,19,1,0,0.95
34959,0,20,1,1.0
34960,20,0,0,1.0
34961,0,20,1,1.0
34962,0,20,1,1.0
34963,0,20,1,1.0
34964,20,0,0,1.0
34965,0,20,1,1.0
34966,20,0,0,1.0
34967,20,0,0,1.0
34968,0,20,1,1.0
34969,0,20,1,1.0
34970,0,20,1,1.0
34971,0,20,1,1.0
34972,20,0,0,1.0
34973,0,20,1,1.0
34974,19,1,0,0.95
34975,0,20,1,1.0
34976,20,0,0,1.0
34977,2,18,1,0.9
34978,10,10,equal,0.5
34979,0,20,1,1.0
34980,18,2,0,0.9
34981,20,0,0,1.0
34982,3,17,1,0.85
34983,11,9,0,0.55
34984,20,0,0,1.0
34985,13,7,0,0.65
34986,0,20,1,1.0
34987,19,1,0,0.95
34988,20,0,0,1.0
34989,0,20,1,1.0
34990,2,18,1,0.9
34991,1,19,1,0.95
34992,20,0,0,1.0
34993,0,20,1,1.0
34994,20,0,0,1.0
34995,0,20,1,1.0
34996,20,0,0,1.0
34997,20,0,0,1.0
34998,19,1,0,0.95
34999,0,20,1,1.0
35000,9,11,1,0.55
35001,19,1,0,0.95
35002,20,0,0,1.0
35003,0,20,1,1.0
35004,0,20,1,1.0
35005,20,0,0,1.0
35006,0,20,1,1.0
35007,0,20,1,1.0
35008,0,20,1,1.0
35009,0,20,1,1.0
35010,18,2,0,0.9
35011,20,0,0,1.0
35012,0,20,1,1.0
35013,20,0,0,1.0
35014,0,20,1,1.0
35015,1,19,1,0.95
35016,0,20,1,1.0
35017,0,20,1,1.0
35018,20,0,0,1.0
35019,20,0,0,1.0
35020,0,20,1,1.0
35021,18,2,0,0.9
35022,20,0,0,1.0
35023,20,0,0,1.0
35024,20,0,0,1.0
35025,0,20,1,1.0
35026,20,0,0,1.0
35027,0,20,1,1.0
35028,20,0,0,1.0
35029,3,17,1,0.85
35030,0,20,1,1.0
35031,0,20,1,1.0
35032,0,20,1,1.0
35033,0,20,1,1.0
35034,18,2,0,0.9
35035,20,0,0,1.0
35036,0,20,1,1.0
35037,20,0,0,1.0
35038,0,20,1,1.0
35039,0,20,1,1.0
35040,20,0,0,1.0
35041,20,0,0,1.0
35042,20,0,0,1.0
35043,20,0,0,1.0
35044,0,20,1,1.0
35045,0,20,1,1.0
35046,0,20,1,1.0
35047,0,20,1,1.0
35048,1,19,1,0.95
35049,20,0,0,1.0
35050,20,0,0,1.0
35051,20,0,0,1.0
35052,20,0,0,1.0
35053,20,0,0,1.0
35054,0,20,1,1.0
35055,20,0,0,1.0
35056,20,0,0,1.0
35057,20,0,0,1.0
35058,0,20,1,1.0
35059,0,20,1,1.0
35060,0,20,1,1.0
35061,20,0,0,1.0
35062,20,0,0,1.0
35063,0,20,1,1.0
35064,20,0,0,1.0
35065,0,20,1,1.0
35066,0,20,1,1.0
35067,0,20,1,1.0
35068,19,1,0,0.95
35069,19,1,0,0.95
35070,0,20,1,1.0
35071,20,0,0,1.0
35072,20,0,0,1.0
35073,0,20,1,1.0
35074,20,0,0,1.0
35075,0,20,1,1.0
35076,20,0,0,1.0
35077,0,20,1,1.0
35078,20,0,0,1.0
35079,3,17,1,0.85
35080,20,0,0,1.0
35081,20,0,0,1.0
35082,20,0,0,1.0
35083,1,19,1,0.95
35084,2,18,1,0.9
35085,20,0,0,1.0
35086,0,20,1,1.0
35087,20,0,0,1.0
35088,20,0,0,1.0
35089,0,20,1,1.0
35090,19,1,0,0.95
35091,20,0,0,1.0
35092,0,20,1,1.0
35093,20,0,0,1.0
35094,20,0,0,1.0
35095,0,20,1,1.0
35096,1,19,1,0.95
35097,20,0,0,1.0
35098,0,20,1,1.0
35099,20,0,0,1.0
35100,20,0,0,1.0
35101,7,13,1,0.65
35102,20,0,0,1.0
35103,0,20,1,1.0
35104,20,0,0,1.0
35105,0,20,1,1.0
35106,20,0,0,1.0
35107,20,0,0,1.0
35108,20,0,0,1.0
35109,2,18,1,0.9
35110,19,1,0,0.95
35111,20,0,0,1.0
35112,18,2,0,0.9
35113,20,0,0,1.0
35114,0,20,1,1.0
35115,20,0,0,1.0
35116,20,0,0,1.0
35117,20,0,0,1.0
35118,1,19,1,0.95
35119,0,20,1,1.0
35120,20,0,0,1.0
35121,20,0,0,1.0
35122,20,0,0,1.0
35123,2,18,1,0.9
35124,20,0,0,1.0
35125,15,5,0,0.75
35126,20,0,0,1.0
35127,0,20,1,1.0
35128,0,20,1,1.0
35129,3,17,1,0.85
35130,0,20,1,1.0
35131,0,20,1,1.0
35132,20,0,0,1.0
35133,0,20,1,1.0
35134,0,20,1,1.0
35135,20,0,0,1.0
35136,20,0,0,1.0
35137,0,20,1,1.0
35138,0,20,1,1.0
35139,16,4,0,0.8
35140,19,1,0,0.95
35141,0,20,1,1.0
35142,17,3,0,0.85
35143,20,0,0,1.0
35144,3,17,1,0.85
35145,0,20,1,1.0
35146,0,20,1,1.0
35147,20,0,0,1.0
35148,0,20,1,1.0
35149,0,20,1,1.0
35150,0,20,1,1.0
35151,20,0,0,1.0
35152,19,1,0,0.95
35153,20,0,0,1.0
35154,0,20,1,1.0
35155,0,20,1,1.0
35156,6,14,1,0.7
35157,20,0,0,1.0
35158,20,0,0,1.0
35159,0,20,1,1.0
35160,15,5,0,0.75
35161,9,11,1,0.55
35162,20,0,0,1.0
35163,19,1,0,0.95
35164,20,0,0,1.0
35165,0,20,1,1.0
35166,0,20,1,1.0
35167,19,1,0,0.95
35168,12,8,0,0.6
35169,11,9,0,0.55
35170,17,3,0,0.85
35171,0,20,1,1.0
35172,3,17,1,0.85
35173,19,1,0,0.95
35174,0,20,1,1.0
35175,20,0,0,1.0
35176,0,20,1,1.0
35177,20,0,0,1.0
35178,0,20,1,1.0
35179,20,0,0,1.0
35180,20,0,0,1.0
35181,20,0,0,1.0
35182,0,20,1,1.0
35183,16,4,0,0.8
35184,20,0,0,1.0
35185,14,6,0,0.7
35186,20,0,0,1.0
35187,4,16,1,0.8
35188,1,19,1,0.95
35189,0,20,1,1.0
35190,0,20,1,1.0
35191,1,19,1,0.95
35192,0,20,1,1.0
35193,0,20,1,1.0
35194,20,0,0,1.0
35195,1,19,1,0.95
35196,16,4,0,0.8
35197,20,0,0,1.0
35198,20,0,0,1.0
35199,20,0,0,1.0
35200,20,0,0,1.0
35201,20,0,0,1.0
35202,0,20,1,1.0
35203,0,20,1,1.0
35204,0,20,1,1.0
35205,0,20,1,1.0
35206,0,20,1,1.0
35207,0,20,1,1.0
35208,20,0,0,1.0
35209,20,0,0,1.0
35210,0,20,1,1.0
35211,0,20,1,1.0
35212,0,20,1,1.0
35213,0,20,1,1.0
35214,20,0,0,1.0
35215,19,1,0,0.95
35216,0,20,1,1.0
35217,20,0,0,1.0
35218,20,0,0,1.0
35219,0,20,1,1.0
35220,9,11,1,0.55
35221,0,20,1,1.0
35222,19,1,0,0.95
35223,20,0,0,1.0
35224,20,0,0,1.0
35225,18,2,0,0.9
35226,20,0,0,1.0
35227,0,20,1,1.0
35228,20,0,0,1.0
35229,20,0,0,1.0
35230,0,20,1,1.0
35231,20,0,0,1.0
35232,20,0,0,1.0
35233,20,0,0,1.0
35234,0,20,1,1.0
35235,20,0,0,1.0
35236,0,20,1,1.0
35237,0,20,1,1.0
35238,20,0,0,1.0
35239,0,20,1,1.0
35240,0,20,1,1.0
35241,20,0,0,1.0
35242,20,0,0,1.0
35243,0,20,1,1.0
35244,20,0,0,1.0
35245,0,20,1,1.0
35246,0,20,1,1.0
35247,0,20,1,1.0
35248,20,0,0,1.0
35249,12,8,0,0.6
35250,9,11,1,0.55
35251,20,0,0,1.0
35252,0,20,1,1.0
35253,20,0,0,1.0
35254,20,0,0,1.0
35255,0,20,1,1.0
35256,20,0,0,1.0
35257,19,1,0,0.95
35258,20,0,0,1.0
35259,3,17,1,0.85
35260,0,20,1,1.0
35261,20,0,0,1.0
35262,0,20,1,1.0
35263,20,0,0,1.0
35264,0,20,1,1.0
35265,0,20,1,1.0
35266,0,20,1,1.0
35267,0,20,1,1.0
35268,0,20,1,1.0
35269,15,5,0,0.75
35270,0,20,1,1.0
35271,0,20,1,1.0
35272,0,20,1,1.0
35273,0,20,1,1.0
35274,0,20,1,1.0
35275,0,20,1,1.0
35276,20,0,0,1.0
35277,0,20,1,1.0
35278,0,20,1,1.0
35279,0,20,1,1.0
35280,0,20,1,1.0
35281,0,20,1,1.0
35282,20,0,0,1.0
35283,20,0,0,1.0
35284,0,20,1,1.0
35285,20,0,0,1.0
35286,15,5,0,0.75
35287,20,0,0,1.0
35288,0,20,1,1.0
35289,20,0,0,1.0
35290,0,20,1,1.0
35291,20,0,0,1.0
35292,20,0,0,1.0
35293,20,0,0,1.0
35294,20,0,0,1.0
35295,0,20,1,1.0
35296,20,0,0,1.0
35297,20,0,0,1.0
35298,20,0,0,1.0
35299,0,20,1,1.0
35300,12,8,0,0.6
35301,19,1,0,0.95
35302,20,0,0,1.0
35303,0,20,1,1.0
35304,2,18,1,0.9
35305,3,17,1,0.85
35306,20,0,0,1.0
35307,0,20,1,1.0
35308,17,3,0,0.85
35309,0,20,1,1.0
35310,14,6,0,0.7
35311,20,0,0,1.0
35312,0,20,1,1.0
35313,0,20,1,1.0
35314,20,0,0,1.0
35315,0,20,1,1.0
35316,20,0,0,1.0
35317,0,20,1,1.0
35318,20,0,0,1.0
35319,0,20,1,1.0
35320,0,20,1,1.0
35321,20,0,0,1.0
35322,20,0,0,1.0
35323,20,0,0,1.0
35324,1,19,1,0.95
35325,19,1,0,0.95
35326,0,20,1,1.0
35327,0,20,1,1.0
35328,1,19,1,0.95
35329,7,13,1,0.65
35330,20,0,0,1.0
35331,20,0,0,1.0
35332,0,20,1,1.0
35333,20,0,0,1.0
35334,20,0,0,1.0
35335,0,20,1,1.0
35336,0,20,1,1.0
35337,3,17,1,0.85
35338,0,20,1,1.0
35339,20,0,0,1.0
35340,20,0,0,1.0
35341,20,0,0,1.0
35342,12,8,0,0.6
35343,1,19,1,0.95
35344,20,0,0,1.0
35345,20,0,0,1.0
35346,0,20,1,1.0
35347,20,0,0,1.0
35348,0,20,1,1.0
35349,0,20,1,1.0
35350,20,0,0,1.0
35351,0,20,1,1.0
35352,0,20,1,1.0
35353,20,0,0,1.0
35354,0,20,1,1.0
35355,0,20,1,1.0
35356,0,20,1,1.0
35357,0,20,1,1.0
35358,0,20,1,1.0
35359,0,20,1,1.0
35360,0,20,1,1.0
35361,20,0,0,1.0
35362,15,5,0,0.75
35363,0,20,1,1.0
35364,20,0,0,1.0
35365,20,0,0,1.0
35366,20,0,0,1.0
35367,11,9,0,0.55
35368,0,20,1,1.0
35369,0,20,1,1.0
35370,0,20,1,1.0
35371,20,0,0,1.0
35372,20,0,0,1.0
35373,20,0,0,1.0
35374,0,20,1,1.0
35375,20,0,0,1.0
35376,18,2,0,0.9
35377,20,0,0,1.0
35378,7,13,1,0.65
35379,13,7,0,0.65
35380,1,19,1,0.95
35381,0,20,1,1.0
35382,19,1,0,0.95
35383,18,2,0,0.9
35384,20,0,0,1.0
35385,20,0,0,1.0
35386,0,20,1,1.0
35387,0,20,1,1.0
35388,0,20,1,1.0
35389,20,0,0,1.0
35390,0,20,1,1.0
35391,0,20,1,1.0
35392,20,0,0,1.0
35393,0,20,1,1.0
35394,20,0,0,1.0
35395,15,5,0,0.75
35396,8,12,1,0.6
35397,0,20,1,1.0
35398,20,0,0,1.0
35399,20,0,0,1.0
35400,20,0,0,1.0
35401,20,0,0,1.0
35402,0,20,1,1.0
35403,0,20,1,1.0
35404,0,20,1,1.0
35405,20,0,0,1.0
35406,0,20,1,1.0
35407,0,20,1,1.0
35408,0,20,1,1.0
35409,20,0,0,1.0
35410,0,20,1,1.0
35411,20,0,0,1.0
35412,20,0,0,1.0
35413,20,0,0,1.0
35414,2,18,1,0.9
35415,0,20,1,1.0
35416,0,20,1,1.0
35417,20,0,0,1.0
35418,20,0,0,1.0
35419,0,20,1,1.0
35420,20,0,0,1.0
35421,17,3,0,0.85
35422,0,20,1,1.0
35423,0,20,1,1.0
35424,20,0,0,1.0
35425,10,10,equal,0.5
35426,0,20,1,1.0
35427,0,20,1,1.0
35428,0,20,1,1.0
35429,3,17,1,0.85
35430,0,20,1,1.0
35431,20,0,0,1.0
35432,20,0,0,1.0
35433,0,20,1,1.0
35434,19,1,0,0.95
35435,0,20,1,1.0
35436,17,3,0,0.85
35437,0,20,1,1.0
35438,1,19,1,0.95
35439,0,20,1,1.0
35440,20,0,0,1.0
35441,18,2,0,0.9
35442,0,20,1,1.0
35443,11,9,0,0.55
35444,20,0,0,1.0
35445,15,5,0,0.75
35446,20,0,0,1.0
35447,0,20,1,1.0
35448,20,0,0,1.0
35449,0,20,1,1.0
35450,1,19,1,0.95
35451,0,20,1,1.0
35452,20,0,0,1.0
35453,0,20,1,1.0
35454,0,20,1,1.0
35455,0,20,1,1.0
35456,20,0,0,1.0
35457,0,20,1,1.0
35458,20,0,0,1.0
35459,2,18,1,0.9
35460,0,20,1,1.0
35461,20,0,0,1.0
35462,0,20,1,1.0
35463,20,0,0,1.0
35464,20,0,0,1.0
35465,20,0,0,1.0
35466,4,16,1,0.8
35467,0,20,1,1.0
35468,20,0,0,1.0
35469,8,12,1,0.6
35470,20,0,0,1.0
35471,20,0,0,1.0
35472,6,14,1,0.7
35473,0,20,1,1.0
35474,20,0,0,1.0
35475,0,20,1,1.0
35476,0,20,1,1.0
35477,0,20,1,1.0
35478,20,0,0,1.0
35479,2,18,1,0.9
35480,20,0,0,1.0
35481,0,20,1,1.0
35482,20,0,0,1.0
35483,20,0,0,1.0
35484,0,20,1,1.0
35485,0,20,1,1.0
35486,0,20,1,1.0
35487,18,2,0,0.9
35488,20,0,0,1.0
35489,20,0,0,1.0
35490,0,20,1,1.0
35491,0,20,1,1.0
35492,0,20,1,1.0
35493,4,16,1,0.8
35494,5,15,1,0.75
35495,0,20,1,1.0
35496,20,0,0,1.0
35497,0,20,1,1.0
35498,20,0,0,1.0
35499,15,5,0,0.75
35500,0,20,1,1.0
35501,0,20,1,1.0
35502,0,20,1,1.0
35503,20,0,0,1.0
35504,0,20,1,1.0
35505,20,0,0,1.0
35506,20,0,0,1.0
35507,20,0,0,1.0
35508,20,0,0,1.0
35509,19,1,0,0.95
35510,20,0,0,1.0
35511,20,0,0,1.0
35512,0,20,1,1.0
35513,0,20,1,1.0
35514,20,0,0,1.0
35515,13,7,0,0.65
35516,0,20,1,1.0
35517,1,19,1,0.95
35518,20,0,0,1.0
35519,0,20,1,1.0
35520,0,20,1,1.0
35521,5,15,1,0.75
35522,20,0,0,1.0
35523,0,20,1,1.0
35524,0,20,1,1.0
35525,0,20,1,1.0
35526,20,0,0,1.0
35527,0,20,1,1.0
35528,0,20,1,1.0
35529,0,20,1,1.0
35530,0,20,1,1.0
35531,0,20,1,1.0
35532,0,20,1,1.0
35533,0,20,1,1.0
35534,20,0,0,1.0
35535,0,20,1,1.0
35536,20,0,0,1.0
35537,0,20,1,1.0
35538,0,20,1,1.0
35539,0,20,1,1.0
35540,0,20,1,1.0
35541,0,20,1,1.0
35542,0,20,1,1.0
35543,20,0,0,1.0
35544,20,0,0,1.0
35545,0,20,1,1.0
35546,0,20,1,1.0
35547,20,0,0,1.0
35548,4,16,1,0.8
35549,0,20,1,1.0
35550,0,20,1,1.0
35551,20,0,0,1.0
35552,5,15,1,0.75
35553,20,0,0,1.0
35554,0,20,1,1.0
35555,20,0,0,1.0
35556,0,20,1,1.0
35557,19,1,0,0.95
35558,20,0,0,1.0
35559,0,20,1,1.0
35560,20,0,0,1.0
35561,20,0,0,1.0
35562,0,20,1,1.0
35563,20,0,0,1.0
35564,0,20,1,1.0
35565,2,18,1,0.9
35566,20,0,0,1.0
35567,0,20,1,1.0
35568,0,20,1,1.0
35569,0,20,1,1.0
35570,0,20,1,1.0
35571,20,0,0,1.0
35572,20,0,0,1.0
35573,20,0,0,1.0
35574,12,8,0,0.6
35575,0,20,1,1.0
35576,0,20,1,1.0
35577,20,0,0,1.0
35578,20,0,0,1.0
35579,10,10,equal,0.5
35580,20,0,0,1.0
35581,0,20,1,1.0
35582,0,20,1,1.0
35583,20,0,0,1.0
35584,20,0,0,1.0
35585,1,19,1,0.95
35586,2,18,1,0.9
35587,0,20,1,1.0
35588,3,17,1,0.85
35589,16,4,0,0.8
35590,0,20,1,1.0
35591,0,20,1,1.0
35592,0,20,1,1.0
35593,0,20,1,1.0
35594,0,20,1,1.0
35595,4,16,1,0.8
35596,0,20,1,1.0
35597,20,0,0,1.0
35598,20,0,0,1.0
35599,0,20,1,1.0
35600,0,20,1,1.0
35601,20,0,0,1.0
35602,0,20,1,1.0
35603,0,20,1,1.0
35604,0,20,1,1.0
35605,3,17,1,0.85
35606,0,20,1,1.0
35607,0,20,1,1.0
35608,20,0,0,1.0
35609,0,20,1,1.0
35610,17,3,0,0.85
35611,18,2,0,0.9
35612,1,19,1,0.95
35613,20,0,0,1.0
35614,0,20,1,1.0
35615,20,0,0,1.0
35616,20,0,0,1.0
35617,20,0,0,1.0
35618,0,20,1,1.0
35619,20,0,0,1.0
35620,19,1,0,0.95
35621,0,20,1,1.0
35622,0,20,1,1.0
35623,20,0,0,1.0
35624,20,0,0,1.0
35625,20,0,0,1.0
35626,20,0,0,1.0
35627,0,20,1,1.0
35628,20,0,0,1.0
35629,20,0,0,1.0
35630,10,10,equal,0.5
35631,18,2,0,0.9
35632,6,14,1,0.7
35633,20,0,0,1.0
35634,5,15,1,0.75
35635,18,2,0,0.9
35636,20,0,0,1.0
35637,0,20,1,1.0
35638,0,20,1,1.0
35639,20,0,0,1.0
35640,7,13,1,0.65
35641,0,20,1,1.0
35642,2,18,1,0.9
35643,20,0,0,1.0
35644,20,0,0,1.0
35645,20,0,0,1.0
35646,20,0,0,1.0
35647,0,20,1,1.0
35648,19,1,0,0.95
35649,7,13,1,0.65
35650,0,20,1,1.0
35651,0,20,1,1.0
35652,19,1,0,0.95
35653,0,20,1,1.0
35654,0,20,1,1.0
35655,8,12,1,0.6
35656,20,0,0,1.0
35657,20,0,0,1.0
35658,16,4,0,0.8
35659,0,20,1,1.0
35660,20,0,0,1.0
35661,19,1,0,0.95
35662,12,8,0,0.6
35663,0,20,1,1.0
35664,0,20,1,1.0
35665,10,10,equal,0.5
35666,20,0,0,1.0
35667,20,0,0,1.0
35668,1,19,1,0.95
35669,0,20,1,1.0
35670,7,13,1,0.65
35671,20,0,0,1.0
35672,0,20,1,1.0
35673,14,6,0,0.7
35674,20,0,0,1.0
35675,0,20,1,1.0
35676,20,0,0,1.0
35677,1,19,1,0.95
35678,0,20,1,1.0
35679,20,0,0,1.0
35680,20,0,0,1.0
35681,0,20,1,1.0
35682,0,20,1,1.0
35683,0,20,1,1.0
35684,0,20,1,1.0
35685,18,2,0,0.9
35686,0,20,1,1.0
35687,19,1,0,0.95
35688,0,20,1,1.0
35689,20,0,0,1.0
35690,0,20,1,1.0
35691,20,0,0,1.0
35692,0,20,1,1.0
35693,8,12,1,0.6
35694,0,20,1,1.0
35695,20,0,0,1.0
35696,19,1,0,0.95
35697,0,20,1,1.0
35698,0,20,1,1.0
35699,0,20,1,1.0
35700,18,2,0,0.9
35701,0,20,1,1.0
35702,20,0,0,1.0
35703,0,20,1,1.0
35704,20,0,0,1.0
35705,20,0,0,1.0
35706,20,0,0,1.0
35707,20,0,0,1.0
35708,18,2,0,0.9
35709,20,0,0,1.0
35710,0,20,1,1.0
35711,0,20,1,1.0
35712,0,20,1,1.0
35713,1,19,1,0.95
35714,11,9,0,0.55
35715,0,20,1,1.0
35716,1,19,1,0.95
35717,0,20,1,1.0
35718,1,19,1,0.95
35719,0,20,1,1.0
35720,15,5,0,0.75
35721,1,19,1,0.95
35722,20,0,0,1.0
35723,20,0,0,1.0
35724,20,0,0,1.0
35725,20,0,0,1.0
35726,20,0,0,1.0
35727,4,16,1,0.8
35728,8,12,1,0.6
35729,20,0,0,1.0
35730,0,20,1,1.0
35731,1,19,1,0.95
35732,0,20,1,1.0
35733,6,14,1,0.7
35734,0,20,1,1.0
35735,0,20,1,1.0
35736,0,20,1,1.0
35737,0,20,1,1.0
35738,20,0,0,1.0
35739,20,0,0,1.0
35740,0,20,1,1.0
35741,20,0,0,1.0
35742,20,0,0,1.0
35743,0,20,1,1.0
35744,20,0,0,1.0
35745,0,20,1,1.0
35746,5,15,1,0.75
35747,0,20,1,1.0
35748,20,0,0,1.0
35749,0,20,1,1.0
35750,0,20,1,1.0
35751,20,0,0,1.0
35752,0,20,1,1.0
35753,20,0,0,1.0
35754,0,20,1,1.0
35755,10,10,equal,0.5
35756,20,0,0,1.0
35757,20,0,0,1.0
35758,20,0,0,1.0
35759,0,20,1,1.0
35760,0,20,1,1.0
35761,5,15,1,0.75
35762,20,0,0,1.0
35763,20,0,0,1.0
35764,20,0,0,1.0
35765,0,20,1,1.0
35766,0,20,1,1.0
35767,0,20,1,1.0
35768,16,4,0,0.8
35769,20,0,0,1.0
35770,20,0,0,1.0
35771,0,20,1,1.0
35772,0,20,1,1.0
35773,20,0,0,1.0
35774,20,0,0,1.0
35775,0,20,1,1.0
35776,20,0,0,1.0
35777,20,0,0,1.0
35778,0,20,1,1.0
35779,3,17,1,0.85
35780,20,0,0,1.0
35781,6,14,1,0.7
35782,20,0,0,1.0
35783,20,0,0,1.0
35784,20,0,0,1.0
35785,20,0,0,1.0
35786,10,10,equal,0.5
35787,0,20,1,1.0
35788,20,0,0,1.0
35789,20,0,0,1.0
35790,2,18,1,0.9
35791,0,20,1,1.0
35792,20,0,0,1.0
35793,20,0,0,1.0
35794,0,20,1,1.0
35795,20,0,0,1.0
35796,20,0,0,1.0
35797,0,20,1,1.0
35798,20,0,0,1.0
35799,0,20,1,1.0
35800,20,0,0,1.0
35801,0,20,1,1.0
35802,0,20,1,1.0
35803,0,20,1,1.0
35804,0,20,1,1.0
35805,0,20,1,1.0
35806,0,20,1,1.0
35807,0,20,1,1.0
35808,20,0,0,1.0
35809,20,0,0,1.0
35810,20,0,0,1.0
35811,0,20,1,1.0
35812,3,17,1,0.85
35813,0,20,1,1.0
35814,0,20,1,1.0
35815,20,0,0,1.0
35816,0,20,1,1.0
35817,20,0,0,1.0
35818,20,0,0,1.0
35819,20,0,0,1.0
35820,20,0,0,1.0
35821,0,20,1,1.0
35822,20,0,0,1.0
35823,20,0,0,1.0
35824,20,0,0,1.0
35825,20,0,0,1.0
35826,20,0,0,1.0
35827,0,20,1,1.0
35828,20,0,0,1.0
35829,6,14,1,0.7
35830,20,0,0,1.0
35831,0,20,1,1.0
35832,20,0,0,1.0
35833,20,0,0,1.0
35834,0,20,1,1.0
35835,4,16,1,0.8
35836,13,7,0,0.65
35837,0,20,1,1.0
35838,20,0,0,1.0
35839,0,20,1,1.0
35840,20,0,0,1.0
35841,20,0,0,1.0
35842,0,20,1,1.0
35843,0,20,1,1.0
35844,20,0,0,1.0
35845,20,0,0,1.0
35846,20,0,0,1.0
35847,0,20,1,1.0
35848,0,20,1,1.0
35849,20,0,0,1.0
35850,20,0,0,1.0
35851,20,0,0,1.0
35852,0,20,1,1.0
35853,0,20,1,1.0
35854,20,0,0,1.0
35855,0,20,1,1.0
35856,0,20,1,1.0
35857,20,0,0,1.0
35858,14,6,0,0.7
35859,20,0,0,1.0
35860,0,20,1,1.0
35861,20,0,0,1.0
35862,2,18,1,0.9
35863,0,20,1,1.0
35864,0,20,1,1.0
35865,20,0,0,1.0
35866,20,0,0,1.0
35867,0,20,1,1.0
